target,model_id,RMSE,MAE,R2
temp_furnace,StackedEnsemble_AllModels_1_AutoML_1_20241213_60834,0.009969513732777279,0.00537408913996525,0.9986240153790852
temp_furnace,StackedEnsemble_BestOfFamily_1_AutoML_1_20241213_60834,0.009538176530321496,0.005241921694567056,0.9987405053124155
temp_furnace,GBM_grid_1_AutoML_1_20241213_60834_model_1,0.014611941169884004,0.006295872518550093,0.9970441563512253
temp_furnace,GBM_2_AutoML_1_20241213_60834,0.019139572476544294,0.009263619262877158,0.9949285739940573
temp_furnace,DRF_1_AutoML_1_20241213_60834,0.012892578170575987,0.007394960568328008,0.9976988486982528
temp_furnace,GBM_5_AutoML_1_20241213_60834,0.01100309005397097,0.005159085534210461,0.9983239191546217
temp_furnace,GBM_4_AutoML_1_20241213_60834,0.01293666447922286,0.008029035749628252,0.9976830841678986
temp_furnace,GBM_3_AutoML_1_20241213_60834,0.016299173094405865,0.008620104770394784,0.9963221266337039
temp_furnace,XGBoost_3_AutoML_1_20241213_60834,0.012962017569190054,0.006427532987325055,0.9976739939521797
temp_furnace,XRT_1_AutoML_1_20241213_60834,0.014919146769990788,0.007952514024553117,0.9969185608153697
temp_furnace,GBM_grid_1_AutoML_1_20241213_60834_model_2,0.019192638796417215,0.009842507502616308,0.9949004129681753
temp_furnace,XGBoost_grid_1_AutoML_1_20241213_60834_model_3,0.017580822524988146,0.00665819863484769,0.9957209830411062
temp_furnace,XGBoost_grid_1_AutoML_1_20241213_60834_model_2,0.011566826372584257,0.005038842311756282,0.9981477736378518
temp_furnace,XGBoost_grid_1_AutoML_1_20241213_60834_model_1,0.01548192612085912,0.0057508068343299695,0.9966817002874488
temp_furnace,XGBoost_1_AutoML_1_20241213_60834,0.03208308669493051,0.017775043551543145,0.9857498998126503
temp_furnace,XGBoost_2_AutoML_1_20241213_60834,0.020416628995316113,0.013200962429593323,0.994229230842143
temp_furnace,GBM_1_AutoML_1_20241213_60834,0.043832989865386446,0.03204122593976429,0.9734008463503568
temp_furnace,DeepLearning_grid_3_AutoML_1_20241213_60834_model_1,0.04782397777145475,0.03229036554859082,0.9683366384687709
temp_furnace,DeepLearning_grid_1_AutoML_1_20241213_60834_model_1,0.07675703738670624,0.054386358229244265,0.9184353389743493
temp_furnace,DeepLearning_grid_2_AutoML_1_20241213_60834_model_1,0.05258628044569533,0.03852054366412363,0.9617165970589976
temp_furnace,DeepLearning_1_AutoML_1_20241213_60834,0.13088182605254073,0.1019764388825275,0.7628493500376825
temp_furnace,GLM_1_AutoML_1_20241213_60834,0.134527775289806,0.1123103011429208,0.7494528029366713
ni_out,StackedEnsemble_BestOfFamily_1_AutoML_2_20241213_61537,0.05963709611814443,0.030213509945385724,0.9945115902484588
ni_out,StackedEnsemble_AllModels_1_AutoML_2_20241213_61537,0.043977991551480515,0.019674461973339472,0.997015412377821
ni_out,GBM_2_AutoML_2_20241213_61537,0.05248541156203502,0.020059402330275138,0.9957490033314574
ni_out,GBM_grid_1_AutoML_2_20241213_61537_model_2,0.06624266874453001,0.022035943232017553,0.993228432811539
ni_out,GBM_4_AutoML_2_20241213_61537,0.0536278321746066,0.016417134817218116,0.9955619311668574
ni_out,DeepLearning_grid_3_AutoML_2_20241213_61537_model_1,0.1121661896399356,0.05098002553453555,0.980584996006447
ni_out,GBM_3_AutoML_2_20241213_61537,0.04018079109308038,0.015297172734739226,0.9975085595191265
ni_out,GBM_grid_1_AutoML_2_20241213_61537_model_4,0.04538522944228251,0.022835119984366284,0.9968213506540103
ni_out,GBM_grid_1_AutoML_2_20241213_61537_model_3,0.06824993662509089,0.03156621625078803,0.9928118347042348
ni_out,GBM_grid_1_AutoML_2_20241213_61537_model_1,0.04334818848890922,0.018150253144482785,0.9971002840544432
ni_out,GBM_grid_1_AutoML_2_20241213_61537_model_5,0.03245424386121279,0.01113950091119565,0.9983746139024817
ni_out,GBM_5_AutoML_2_20241213_61537,0.04937223728522082,0.013386525527386403,0.996238343233967
ni_out,DeepLearning_grid_2_AutoML_2_20241213_61537_model_2,0.1535671222671577,0.0644431328855275,0.9636076548713186
ni_out,DeepLearning_grid_2_AutoML_2_20241213_61537_model_1,0.11222747763671256,0.0793239257269865,0.9805637733583284
ni_out,DeepLearning_grid_3_AutoML_2_20241213_61537_model_2,0.15822369012999107,0.06887325776816994,0.9613671659505398
ni_out,GBM_1_AutoML_2_20241213_61537,0.13812959273338676,0.09469991791276325,0.9705566641284681
ni_out,DeepLearning_grid_1_AutoML_2_20241213_61537_model_1,0.22606099568438584,0.15911159615099676,0.9211385382514008
ni_out,DeepLearning_grid_1_AutoML_2_20241213_61537_model_2,0.194803273149777,0.09191373775021976,0.9414393282277351
ni_out,DeepLearning_1_AutoML_2_20241213_61537,0.5309528426789472,0.32688295290758723,0.5649637454939804
ni_out,GLM_1_AutoML_2_20241213_61537,0.5827959264904592,0.38881868009378895,0.47586089154818156
ni_out,DRF_1_AutoML_2_20241213_61537,1.122369045086018,0.35692838137511707,-0.9439491983058257
ni_out,XRT_1_AutoML_2_20241213_61537,1.1319755301597378,0.4268882840691917,-0.9773685762045932
c_out,GBM_5_AutoML_3_20241213_63412,0.004914599971686493,0.0017290042957317617,0.9974820085740524
c_out,StackedEnsemble_AllModels_1_AutoML_3_20241213_63412,0.006281086925491925,0.002972546537608816,0.9958871060939838
c_out,GBM_grid_1_AutoML_3_20241213_63412_model_5,0.007518726250465266,0.0031312392377757727,0.9941065928580154
c_out,StackedEnsemble_BestOfFamily_1_AutoML_3_20241213_63412,0.007007675474023002,0.0041665512741686315,0.9948805198650073
c_out,GBM_grid_1_AutoML_3_20241213_63412_model_1,0.005526604919970507,0.0023915698296679746,0.9968158410588218
c_out,GBM_grid_1_AutoML_3_20241213_63412_model_4,0.011173734361781002,0.006294821460242198,0.986984088582416
c_out,GBM_grid_1_AutoML_3_20241213_63412_model_3,0.009870994719065938,0.0049414019341953224,0.9898421981095232
c_out,GBM_3_AutoML_3_20241213_63412,0.007957864655830595,0.0036827658027175844,0.9933980687649548
c_out,GBM_2_AutoML_3_20241213_63412,0.009628984762310479,0.004425720555885945,0.9903341756621747
c_out,GBM_4_AutoML_3_20241213_63412,0.009167913465540833,0.0041113069029191165,0.9912376840237593
c_out,GBM_grid_1_AutoML_3_20241213_63412_model_2,0.010964634300308775,0.004524319414337012,0.9874666778675897
c_out,DeepLearning_grid_3_AutoML_3_20241213_63412_model_1,0.018213760482662374,0.011068179369929715,0.9654158471765334
c_out,DeepLearning_grid_2_AutoML_3_20241213_63412_model_2,0.02067285177493153,0.012860363921042395,0.9554468227299233
c_out,DeepLearning_grid_2_AutoML_3_20241213_63412_model_1,0.018686406122360236,0.010995097711464613,0.9635976462192618
c_out,DeepLearning_grid_3_AutoML_3_20241213_63412_model_2,0.020805145114205312,0.011762548721732609,0.9548747731739646
c_out,GBM_1_AutoML_3_20241213_63412,0.020434732520565546,0.015161716091792085,0.9564672789314194
c_out,DeepLearning_grid_1_AutoML_3_20241213_63412_model_2,0.01928526417697832,0.014002207265789907,0.9612270286659687
c_out,DeepLearning_grid_1_AutoML_3_20241213_63412_model_1,0.03318142530879322,0.024661693847881555,0.8852195366058891
c_out,DRF_1_AutoML_3_20241213_63412,0.062250636690218714,0.02181019090141353,0.5960147630885642
c_out,XRT_1_AutoML_3_20241213_63412,0.0634126830669576,0.02748828419527297,0.5807914251283706
c_out,DeepLearning_1_AutoML_3_20241213_63412,0.06437027935124542,0.04981095369889117,0.5680348731258316
c_out,GLM_1_AutoML_3_20241213_63412,0.06878203887810067,0.05208906547115237,0.5067944103919113
si_out,GBM_grid_1_AutoML_4_20241213_65203_model_2,0.0018411654996723847,0.0008719456640233487,0.999818694307615
si_out,StackedEnsemble_BestOfFamily_1_AutoML_4_20241213_65203,0.005277935184790696,0.003703864064219856,0.9985101110876279
si_out,StackedEnsemble_AllModels_1_AutoML_4_20241213_65203,0.0039919900919480845,0.0022347709180233883,0.9991476760495027
si_out,GBM_grid_1_AutoML_4_20241213_65203_model_1,0.005481075605598509,0.002710637904009161,0.9983932164809999
si_out,GBM_3_AutoML_4_20241213_65203,0.005010185382115113,0.002429690735110898,0.9986574410193362
si_out,GBM_4_AutoML_4_20241213_65203,0.004714788413454653,0.0027154300061802417,0.9988110866650866
si_out,GBM_2_AutoML_4_20241213_65203,0.004585293224854081,0.002431477534852428,0.9988754985749287
si_out,GBM_5_AutoML_4_20241213_65203,0.004752751712737164,0.002083779352418392,0.9987918634118943
si_out,GBM_grid_1_AutoML_4_20241213_65203_model_5,0.009097655123947317,0.003367628196648363,0.995573252793332
si_out,GBM_grid_1_AutoML_4_20241213_65203_model_4,0.010589754953421541,0.005330327884163061,0.9940021223235722
si_out,GBM_grid_1_AutoML_4_20241213_65203_model_3,0.013911441511129774,0.006445201377416776,0.9896492921370735
si_out,DeepLearning_grid_3_AutoML_4_20241213_65203_model_1,0.025747205385719858,0.014211854942898014,0.9645443070431658
si_out,DeepLearning_grid_2_AutoML_4_20241213_65203_model_2,0.02588849443217405,0.010502067226250276,0.9641541096671968
si_out,DeepLearning_grid_2_AutoML_4_20241213_65203_model_1,0.02031673909455213,0.013104288088342478,0.9779233186124804
si_out,DeepLearning_grid_3_AutoML_4_20241213_65203_model_2,0.027111163261971168,0.010782676055088114,0.960688276222579
si_out,GBM_1_AutoML_4_20241213_65203,0.02386035674939887,0.015538928354678926,0.9695505362580094
si_out,DeepLearning_grid_1_AutoML_4_20241213_65203_model_1,0.04227675638956085,0.028593450329659226,0.9044063373481988
si_out,DRF_1_AutoML_4_20241213_65203,0.07125447692220328,0.02333675466582811,0.7284498196660862
si_out,XRT_1_AutoML_4_20241213_65203,0.0682504219475063,0.030747771760033703,0.750864013207861
si_out,DeepLearning_grid_1_AutoML_4_20241213_65203_model_2,0.031052219787768724,0.01632283170466057,0.9484283429614841
si_out,DeepLearning_1_AutoML_4_20241213_65203,0.08892071668374674,0.055853843917616906,0.5771058361398487
si_out,GLM_1_AutoML_4_20241213_65203,0.11528355654793732,0.07832695471555587,0.2891785653923544
fe_out,GBM_grid_1_AutoML_5_20241213_71003_model_5,0.03339823815781922,0.01145204571063344,0.9973917538144922
fe_out,GBM_grid_1_AutoML_5_20241213_71003_model_1,0.02886749927036462,0.010952112204237242,0.9980514130334206
fe_out,GBM_grid_1_AutoML_5_20241213_71003_model_4,0.054053808088144466,0.026049684909138615,0.9931679024739234
fe_out,GBM_grid_1_AutoML_5_20241213_71003_model_3,0.04708223959067605,0.02272933346721448,0.9948165884464811
fe_out,GBM_2_AutoML_5_20241213_71003,0.048985232471816076,0.019037032493789526,0.9943891092417673
fe_out,GBM_grid_1_AutoML_5_20241213_71003_model_2,0.06363689154175979,0.019579040745797305,0.9905306671685113
fe_out,StackedEnsemble_AllModels_1_AutoML_5_20241213_71003,0.042233805761069006,0.024288351385513073,0.9958291756267322
fe_out,GBM_4_AutoML_5_20241213_71003,0.05736083102212472,0.01964674921401265,0.9923063515927499
fe_out,StackedEnsemble_BestOfFamily_1_AutoML_5_20241213_71003,0.04501959131098044,0.026509242343732795,0.9952608051745475
fe_out,GBM_3_AutoML_5_20241213_71003,0.05239325087621354,0.01880634725455886,0.993581224906066
fe_out,GBM_5_AutoML_5_20241213_71003,0.06385658619546601,0.014592779256115768,0.9904651720514549
fe_out,DeepLearning_grid_3_AutoML_5_20241213_71003_model_1,0.06829946734525019,0.0505198502153776,0.9890922267875304
fe_out,DeepLearning_grid_2_AutoML_5_20241213_71003_model_2,0.10324862535436526,0.05997485271115611,0.9750729994795774
fe_out,DeepLearning_grid_2_AutoML_5_20241213_71003_model_1,0.11547022265988231,0.07556934867819505,0.9688224867203377
fe_out,DeepLearning_grid_3_AutoML_5_20241213_71003_model_2,0.13154317565178197,0.06695493314512285,0.9595388603930397
fe_out,GBM_1_AutoML_5_20241213_71003,0.1287210230201232,0.08930993544568146,0.9612563590109033
fe_out,DeepLearning_grid_1_AutoML_5_20241213_71003_model_2,0.15622119678286697,0.07325960955810519,0.9429334802643627
fe_out,DeepLearning_grid_1_AutoML_5_20241213_71003_model_1,0.15901804037131226,0.10467526850365486,0.9408718541170258
fe_out,DeepLearning_1_AutoML_5_20241213_71003,0.34573530711768297,0.23691319261990884,0.7204954179609531
fe_out,GLM_1_AutoML_5_20241213_71003,0.42207869589452446,0.31249936142117324,0.5834296737609073
fe_out,DRF_1_AutoML_5_20241213_71003,3.850742611410204,1.170693321407121,-33.67292242583049
fe_out,XRT_1_AutoML_5_20241213_71003,3.9018569774405454,1.458530801162873,-34.59952136534079
s_out,GBM_grid_1_AutoML_6_20241213_72945_model_5,0.0025089729852534426,0.0012352144595065605,0.9971902911113877
s_out,StackedEnsemble_BestOfFamily_1_AutoML_6_20241213_72945,0.0025762337394305795,0.0013561736212128214,0.9970376260346745
s_out,StackedEnsemble_AllModels_1_AutoML_6_20241213_72945,0.0020701995787791613,0.001248470171146935,0.9980870933066311
s_out,GBM_2_AutoML_6_20241213_72945,0.002708850167224368,0.0016326566224761255,0.9967247887072529
s_out,GBM_grid_1_AutoML_6_20241213_72945_model_1,0.0034086347882876463,0.0015945486032259066,0.994814026429308
s_out,GBM_5_AutoML_6_20241213_72945,0.002178198753886486,0.0010020738939875678,0.9978823003466577
s_out,GBM_3_AutoML_6_20241213_72945,0.0024647008598737545,0.001439436406367093,0.9972885738001631
s_out,GBM_4_AutoML_6_20241213_72945,0.0028172227483197663,0.0017735336191285083,0.9964574847531638
s_out,GBM_grid_1_AutoML_6_20241213_72945_model_4,0.002458925786141875,0.0017925422363575143,0.9973012652723318
s_out,GBM_grid_1_AutoML_6_20241213_72945_model_2,0.003394991518299598,0.00183464982514191,0.9948554577025729
s_out,GBM_grid_1_AutoML_6_20241213_72945_model_3,0.003482964543674248,0.002202066069993914,0.9945853864991296
s_out,GBM_1_AutoML_6_20241213_72945,0.009260580816359963,0.006807881834230055,0.9617223023832968
s_out,DeepLearning_grid_3_AutoML_6_20241213_72945_model_1,0.009249603171087879,0.006253736703954349,0.9618129986234552
s_out,DeepLearning_grid_2_AutoML_6_20241213_72945_model_2,0.006797605534214911,0.0050950177571908424,0.9793756023913629
s_out,DeepLearning_grid_3_AutoML_6_20241213_72945_model_2,0.0074334150774975506,0.005896698689910425,0.9753369874755337
s_out,DeepLearning_grid_2_AutoML_6_20241213_72945_model_1,0.011650040876927266,0.008049243892917265,0.9394206996251818
s_out,DeepLearning_grid_1_AutoML_6_20241213_72945_model_1,0.017901336892109876,0.014048196806377387,0.8569656697998287
s_out,DRF_1_AutoML_6_20241213_72945,0.03211718290213119,0.011228075211061268,0.5395905331431021
s_out,XRT_1_AutoML_6_20241213_72945,0.0301867762827291,0.012133053240711691,0.5932731648709673
s_out,DeepLearning_grid_1_AutoML_6_20241213_72945_model_2,0.009531153749205068,0.006318312967587379,0.9594528526203218
s_out,DeepLearning_1_AutoML_6_20241213_72945,0.030986128753342005,0.023676538569940182,0.571447535209898
s_out,GLM_1_AutoML_6_20241213_72945,0.03715243420447171,0.03123374648256913,0.38391036480802176
ni_slag,GBM_3_AutoML_7_20241213_74939,0.000312540491245556,0.00013050950243018245,0.9963336856098814
ni_slag,GBM_5_AutoML_7_20241213_74939,0.0003515117122879976,0.00012586906871493386,0.9953623633133978
ni_slag,GBM_4_AutoML_7_20241213_74939,0.00041956653949086405,0.00017868461725488704,0.993392779292506
ni_slag,GBM_2_AutoML_7_20241213_74939,0.0004165655228256135,0.00018392934653066773,0.9934869596656747
ni_slag,GBM_grid_1_AutoML_7_20241213_74939_model_1,0.0003744747723042269,0.00016572919204453895,0.9947366499661611
ni_slag,GBM_grid_1_AutoML_7_20241213_74939_model_5,0.0005178551776773576,0.00016253070416289304,0.9899345367350684
ni_slag,GBM_grid_1_AutoML_7_20241213_74939_model_2,0.0003076296900215324,0.00013441833609631902,0.9964479945923401
ni_slag,GBM_grid_1_AutoML_7_20241213_74939_model_4,0.0007547253401550086,0.0003634650015687328,0.978620625925944
ni_slag,GBM_grid_1_AutoML_7_20241213_74939_model_3,0.0009568510522277269,0.0003998071853950538,0.9656358346452456
ni_slag,StackedEnsemble_AllModels_1_AutoML_7_20241213_74939,0.0011225862600723856,0.0008159133555596161,0.9527004981058893
ni_slag,StackedEnsemble_BestOfFamily_1_AutoML_7_20241213_74939,0.0012268860341593875,0.0009031427877739024,0.943502976465558
ni_slag,GBM_1_AutoML_7_20241213_74939,0.001087749714249881,0.0008358390480904864,0.9555905823420117
ni_slag,DeepLearning_grid_2_AutoML_7_20241213_74939_model_2,0.0012641088273089613,0.0007324328287845032,0.9400228188531083
ni_slag,DeepLearning_grid_3_AutoML_7_20241213_74939_model_2,0.0013137704347661035,0.0008134813208622105,0.9352177405627085
ni_slag,DeepLearning_grid_3_AutoML_7_20241213_74939_model_1,0.0014220232788270891,0.0009432631303138631,0.9241019646021543
ni_slag,DeepLearning_grid_2_AutoML_7_20241213_74939_model_1,0.0014346454967325627,0.0009577910045150291,0.9227486066355973
ni_slag,DeepLearning_grid_1_AutoML_7_20241213_74939_model_2,0.0016112893007190392,0.0009133291736469945,0.9025539658022077
ni_slag,DRF_1_AutoML_7_20241213_74939,0.003648262198130384,0.001344265840991049,0.5004382146900967
ni_slag,XRT_1_AutoML_7_20241213_74939,0.003451972604788499,0.0014636677369415404,0.552748502412407
ni_slag,DeepLearning_grid_1_AutoML_7_20241213_74939_model_1,0.001922720715373652,0.0012820746691172785,0.861244715136424
ni_slag,DeepLearning_1_AutoML_7_20241213_74939,0.0038077075019206197,0.002775808708608911,0.4558178629696842
ni_slag,GLM_1_AutoML_7_20241213_74939,0.003937710323335083,0.002928214957874452,0.4180245685304804
fe_slag,StackedEnsemble_AllModels_1_AutoML_8_20241213_80000,0.056248834989287795,0.03297613008332028,0.9980786338271066
fe_slag,GBM_grid_1_AutoML_8_20241213_80000_model_1,0.053671217522113956,0.025377725904914467,0.9982506932531472
fe_slag,StackedEnsemble_BestOfFamily_1_AutoML_8_20241213_80000,0.05160866704380591,0.030267618291034762,0.9983825593230582
fe_slag,GBM_3_AutoML_8_20241213_80000,0.07424711643178163,0.036494732516077405,0.9966523329366442
fe_slag,GBM_grid_1_AutoML_8_20241213_80000_model_2,0.0887737491045796,0.033109165014269255,0.9952142258509236
fe_slag,GBM_5_AutoML_8_20241213_80000,0.05868830371477216,0.024700488525333443,0.9979083636010064
fe_slag,GBM_4_AutoML_8_20241213_80000,0.06581957779968019,0.033167259648923766,0.9973691671204212
fe_slag,GBM_2_AutoML_8_20241213_80000,0.06648157269306564,0.033616016282921615,0.9973159806296401
fe_slag,GBM_grid_1_AutoML_8_20241213_80000_model_4,0.11565110291468267,0.06321278286352348,0.9918776325233857
fe_slag,GBM_grid_1_AutoML_8_20241213_80000_model_5,0.06649844622367418,0.03216753240483788,0.9973146180075331
fe_slag,GBM_grid_1_AutoML_8_20241213_80000_model_3,0.11253534176296442,0.05177631191047973,0.9923093872258912
fe_slag,DeepLearning_grid_3_AutoML_8_20241213_80000_model_1,0.10280312580768432,0.06823810513236586,0.9935820590577591
fe_slag,DeepLearning_grid_3_AutoML_8_20241213_80000_model_2,0.16757832929180824,0.0960225142455335,0.9829462933096695
fe_slag,DeepLearning_grid_2_AutoML_8_20241213_80000_model_1,0.25230923867047356,0.19136416358422087,0.961341109757125
fe_slag,DeepLearning_grid_2_AutoML_8_20241213_80000_model_2,0.17679186064810135,0.0942884812700065,0.9810195017068981
fe_slag,GBM_1_AutoML_8_20241213_80000,0.20988763813394087,0.14727236129144036,0.9732479666298266
fe_slag,DeepLearning_grid_1_AutoML_8_20241213_80000_model_2,0.2990714287707273,0.16475974891504425,0.9456833561583199
fe_slag,DRF_1_AutoML_8_20241213_80000,0.5301735141484007,0.18945894372403654,0.8293056554090278
fe_slag,DeepLearning_grid_1_AutoML_8_20241213_80000_model_1,0.3060685432508846,0.21845064921653087,0.9431120256841243
fe_slag,XRT_1_AutoML_8_20241213_80000,0.5249549570173799,0.2171764063163544,0.8326494443796886
fe_slag,DeepLearning_1_AutoML_8_20241213_80000,0.7170999813840605,0.4782632229045281,0.6877212020074246
fe_slag,GLM_1_AutoML_8_20241213_80000,0.8995334322007348,0.6645244674667707,0.5086197525839699
t_kalsin,StackedEnsemble_BestOfFamily_1_AutoML_9_20241213_81729,0.08837698413877403,0.046229240617630535,0.4386164503673652
t_kalsin,StackedEnsemble_AllModels_1_AutoML_9_20241213_81729,0.08658090085215296,0.04531821055814144,0.4612025541529695
t_kalsin,GBM_3_AutoML_9_20241213_81729,0.07861736603047938,0.04406685107817679,0.5557593392774252
t_kalsin,DRF_1_AutoML_9_20241213_81729,0.07951752695449378,0.042195751381307385,0.5455280775831912
t_kalsin,GBM_4_AutoML_9_20241213_81729,0.07359458368767169,0.04217214667833038,0.6107101919391732
t_kalsin,GBM_grid_1_AutoML_9_20241213_81729_model_2,0.08132649230883288,0.044837734449984255,0.5246150700419775
t_kalsin,GBM_2_AutoML_9_20241213_81729,0.07808780182414209,0.04342684668608788,0.5617239660002746
t_kalsin,GBM_5_AutoML_9_20241213_81729,0.08054224173270977,0.04589205735845321,0.5337393613925238
t_kalsin,XGBoost_3_AutoML_9_20241213_81729,0.08562840280957319,0.0458587800051756,0.47299223450273087
t_kalsin,XGBoost_1_AutoML_9_20241213_81729,0.07906114538598864,0.04627894035949828,0.5507298841906325
t_kalsin,XRT_1_AutoML_9_20241213_81729,0.07977940549321122,0.0417619236837971,0.542529683932963
t_kalsin,DeepLearning_grid_2_AutoML_9_20241213_81729_model_1,0.11702559712504637,0.05936221961099677,0.015664701139652126
t_kalsin,XGBoost_2_AutoML_9_20241213_81729,0.08597061255871873,0.047681423224461304,0.46877149550261976
t_kalsin,XGBoost_grid_1_AutoML_9_20241213_81729_model_3,0.08317847381796205,0.04504413599041617,0.5027174464024158
t_kalsin,GBM_grid_1_AutoML_9_20241213_81729_model_1,0.0980698512883788,0.05094257521828655,0.30872259577847383
t_kalsin,XGBoost_grid_1_AutoML_9_20241213_81729_model_2,0.08036384988169513,0.04336681430506858,0.5358025019932948
t_kalsin,DeepLearning_grid_1_AutoML_9_20241213_81729_model_1,0.10391828248178239,0.05101550458477183,0.22381499499409074
t_kalsin,XGBoost_grid_1_AutoML_9_20241213_81729_model_1,0.0768255542634854,0.04681959397094265,0.5757784443439415
t_kalsin,DeepLearning_grid_3_AutoML_9_20241213_81729_model_1,0.0979895117074249,0.0532678300165372,0.3098547314573705
t_kalsin,DeepLearning_1_AutoML_9_20241213_81729,0.09672451141399642,0.056457147640196326,0.32755864109420796
t_kalsin,GBM_1_AutoML_9_20241213_81729,0.08706984440052964,0.05650236749410446,0.45509992893522566
t_kalsin,GLM_1_AutoML_9_20241213_81729,0.1016289531554379,0.06782507878523053,0.25763714722195097
pic_161,StackedEnsemble_BestOfFamily_1_AutoML_10_20241213_82217,0.0774036718382,0.0542135435411401,0.36531100336858224
pic_161,GBM_2_AutoML_10_20241213_82217,0.07835385684339578,0.054469287590338186,0.34963284440394626
pic_161,GBM_grid_1_AutoML_10_20241213_82217_model_2,0.07551104750587163,0.051173375083255444,0.39596954936983475
pic_161,StackedEnsemble_AllModels_1_AutoML_10_20241213_82217,0.07713571373621467,0.05381726183588008,0.3696977637978113
pic_161,GBM_4_AutoML_10_20241213_82217,0.07379728748435209,0.051284117741641176,0.4230759531292766
pic_161,GBM_3_AutoML_10_20241213_82217,0.0760419796992484,0.05276460772075498,0.3874455871021254
pic_161,XRT_1_AutoML_10_20241213_82217,0.07764882130796741,0.05053630891291052,0.36128431931159366
pic_161,GBM_grid_1_AutoML_10_20241213_82217_model_1,0.07904223300442892,0.055330949203509304,0.33815507212024887
pic_161,DRF_1_AutoML_10_20241213_82217,0.07818275420799307,0.05224554947417252,0.3524701784493759
pic_161,GBM_5_AutoML_10_20241213_82217,0.08090538272972438,0.056953652440755724,0.30658588708986956
pic_161,GBM_1_AutoML_10_20241213_82217,0.08287917461075596,0.06512070186474914,0.2723397057018062
pic_161,GLM_1_AutoML_10_20241213_82217,0.08755671403418973,0.06762461874263945,0.18788645922316982
pic_161,DeepLearning_1_AutoML_10_20241213_82217,0.08598100719804368,0.062004407059596645,0.21685370156184924
pic_161,DeepLearning_grid_3_AutoML_10_20241213_82217_model_1,0.0926662796849975,0.062434531183966774,0.09033539170988025
pic_161,DeepLearning_grid_2_AutoML_10_20241213_82217_model_1,0.09992972516281641,0.06855714693579319,-0.05785764518121406
pic_161,XGBoost_3_AutoML_10_20241213_82217,0.080711416389409,0.05527116002360727,0.30990674822875974
pic_161,XGBoost_grid_1_AutoML_10_20241213_82217_model_1,0.08203362157710141,0.05506376385878606,0.2871114931725919
pic_161,XGBoost_grid_1_AutoML_10_20241213_82217_model_2,0.07720107506377019,0.05296452120421039,0.36862913181583334
pic_161,XGBoost_grid_1_AutoML_10_20241213_82217_model_3,0.0836316615095078,0.05825130598750084,0.25906639416748556
pic_161,XGBoost_1_AutoML_10_20241213_82217,0.07363427702568212,0.05208987068788261,0.4256218674661967
pic_161,XGBoost_2_AutoML_10_20241213_82217,0.08721667311830904,0.05927287891602061,0.19418216354897933
pic_161,DeepLearning_grid_1_AutoML_10_20241213_82217_model_1,0.09240432104715943,0.06467600232808919,0.09547119050737307
loi_out,GBM_5_AutoML_11_20241213_82646,0.06244042264639848,0.0219754908975945,0.9623226020217326
loi_out,StackedEnsemble_AllModels_1_AutoML_11_20241213_82646,0.06587564013910853,0.024833700945629634,0.9580628482275989
loi_out,GBM_4_AutoML_11_20241213_82646,0.07300276697905567,0.028277678793879324,0.9484975514540444
loi_out,StackedEnsemble_BestOfFamily_1_AutoML_11_20241213_82646,0.06354678591951392,0.024275150742933592,0.9609755838996894
loi_out,GBM_3_AutoML_11_20241213_82646,0.06551571373481203,0.024923332008873547,0.9585198624650167
loi_out,GBM_grid_1_AutoML_11_20241213_82646_model_2,0.06913091787223127,0.0300045530650843,0.9538157515499075
loi_out,GBM_2_AutoML_11_20241213_82646,0.07090102963080738,0.029888063302033037,0.9514203570374222
loi_out,XGBoost_grid_1_AutoML_11_20241213_82646_model_3,0.06963769950990013,0.02608450017689659,0.9531361390372308
loi_out,GBM_grid_1_AutoML_11_20241213_82646_model_1,0.07883585602110564,0.030810301065524837,0.9399384121067421
loi_out,XGBoost_3_AutoML_11_20241213_82646,0.07988463950826541,0.03232992451528983,0.9383297379461123
loi_out,XGBoost_2_AutoML_11_20241213_82646,0.09815000462398023,0.03614168790588749,0.906904243959838
loi_out,XGBoost_grid_1_AutoML_11_20241213_82646_model_1,0.06559628311535821,0.021379268036586727,0.9584177775219668
loi_out,XRT_1_AutoML_11_20241213_82646,0.08220925634927746,0.031917966574979605,0.9346883472797101
loi_out,DRF_1_AutoML_11_20241213_82646,0.07926265575572641,0.03226512602647578,0.9392863316910648
loi_out,XGBoost_1_AutoML_11_20241213_82646,0.07298551839728586,0.039145077697919375,0.9485218858535741
loi_out,XGBoost_grid_1_AutoML_11_20241213_82646_model_2,0.06884457756222642,0.022920101471337512,0.9541975495836333
loi_out,DeepLearning_grid_2_AutoML_11_20241213_82646_model_1,0.09422713216956627,0.05270334671002358,0.9141972551370341
loi_out,DeepLearning_grid_3_AutoML_11_20241213_82646_model_1,0.08051132031829246,0.04201374963347903,0.9373583581745307
loi_out,DeepLearning_grid_1_AutoML_11_20241213_82646_model_1,0.14178371554898211,0.09614876350380236,0.8057316995421338
loi_out,GBM_1_AutoML_11_20241213_82646,0.1375951218772229,0.09734172168728661,0.8170403549977764
loi_out,DeepLearning_1_AutoML_11_20241213_82646,0.20357959839716713,0.14932245985828896,0.5994859635321905
loi_out,GLM_1_AutoML_11_20241213_82646,0.2387609542108553,0.20063302934311372,0.449096100839129
